0.0,0.0,0.5
0.0,0.01,0.5
0.0,0.02,0.5
0.0,0.03,0.5
0.0,0.04,0.5
0.0,0.05,0.5
0.0,0.06,0.5
0.0,0.07,0.5
0.0,0.08,0.5
0.0,0.09,0.5
0.0,0.1,0.5
0.0,0.11,0.5
0.0,0.12,0.5
0.0,0.13,0.5
0.0,0.14,0.5
0.0,0.15,0.5
0.0,0.16,0.5
0.0,0.17,0.5
0.0,0.18,0.5
0.0,0.19,0.5
0.0,0.2,0.5
0.0,0.21,0.5
0.0,0.22,0.5
0.0,0.23,0.5
0.0,0.24,0.5
0.0,0.25,0.5
0.0,0.26,0.5
0.0,0.27,0.5
0.0,0.28,0.5
0.0,0.29,0.5
0.0,0.3,0.5
0.0,0.31,0.5
0.0,0.32,0.5
0.0,0.33,0.5
0.0,0.34,0.5
0.0,0.35,0.5
0.0,0.36,0.5
0.0,0.37,0.5
0.0,0.38,0.5
0.0,0.39,0.5
0.0,0.4,0.5
0.0,0.41,0.5
0.0,0.42,0.5
0.0,0.43,0.5
0.0,0.44,0.5
0.0,0.45,0.5
0.0,0.46,0.5
0.0,0.47,0.5
0.0,0.48,0.5
0.0,0.49,0.5
0.0,0.5,0.5
0.0,0.51,0.5
0.0,0.52,0.5
0.0,0.53,0.5
0.0,0.54,0.5
0.0,0.55,0.5
0.0,0.56,0.5
0.0,0.57,0.5
0.0,0.58,0.5
0.0,0.59,0.5
0.0,0.6,0.5
0.0,0.61,0.5
0.0,0.62,0.5
0.0,0.63,0.5
0.0,0.64,0.5
0.0,0.65,0.5
0.0,0.66,0.5
0.0,0.67,0.5
0.0,0.68,0.5
0.0,0.69,0.5
0.0,0.7,0.5
0.0,0.71,0.5
0.0,0.72,0.5
0.0,0.73,0.5
0.0,0.74,0.5
0.0,0.75,0.5
0.0,0.76,0.5
0.0,0.77,0.5
0.0,0.78,0.5
0.0,0.79,0.5
0.0,0.8,0.5
0.0,0.81,0.5
0.0,0.82,0.5
0.0,0.83,0.5
0.0,0.84,0.5
0.0,0.85,0.5
0.0,0.86,0.5
0.0,0.87,0.5
0.0,0.88,0.5
0.0,0.89,0.5
0.0,0.9,0.5
0.0,0.91,0.5
0.0,0.92,0.5
0.0,0.93,0.5
0.0,0.94,0.5
0.0,0.95,0.5
0.0,0.96,0.5
0.0,0.97,0.5
0.0,0.98,0.5
0.0,0.99,0.5
0.01,0.0,0.5
0.01,0.01,0.500985662336
0.01,0.02,0.501967434712
0.01,0.03,0.502941442523
0.01,0.04,0.503903841804
0.01,0.05,0.504850834405
0.01,0.06,0.505778682979
0.01,0.07,0.506683725731
0.01,0.08,0.507562390871
0.01,0.09,0.508411210709
0.01,0.1,0.509226835341
0.01,0.11,0.510006045869
0.01,0.12,0.510745767106
0.01,0.13,0.511443079709
0.01,0.14,0.512095231705
0.01,0.15,0.512699649346
0.01,0.16,0.513253947274
0.01,0.17,0.513755937927
0.01,0.18,0.514203640177
0.01,0.19,0.514595287149
0.01,0.2,0.51492933319
0.01,0.21,0.515204459974
0.01,0.22,0.5154195817
0.01,0.23,0.515573849382
0.01,0.24,0.515666654196
0.01,0.25,0.515697629882
0.01,0.26,0.515666654196
0.01,0.27,0.515573849382
0.01,0.28,0.5154195817
0.01,0.29,0.515204459974
0.01,0.3,0.51492933319
0.01,0.31,0.514595287149
0.01,0.32,0.514203640177
0.01,0.33,0.513755937927
0.01,0.34,0.513253947274
0.01,0.35,0.512699649346
0.01,0.36,0.512095231705
0.01,0.37,0.511443079709
0.01,0.38,0.510745767106
0.01,0.39,0.510006045869
0.01,0.4,0.509226835341
0.01,0.41,0.508411210709
0.01,0.42,0.507562390871
0.01,0.43,0.506683725731
0.01,0.44,0.505778682979
0.01,0.45,0.504850834405
0.01,0.46,0.503903841804
0.01,0.47,0.502941442523
0.01,0.48,0.501967434712
0.01,0.49,0.500985662336
0.01,0.5,0.5
0.01,0.51,0.499014337664
0.01,0.52,0.498032565288
0.01,0.53,0.497058557477
0.01,0.54,0.496096158196
0.01,0.55,0.495149165595
0.01,0.56,0.494221317021
0.01,0.57,0.493316274269
0.01,0.58,0.492437609129
0.01,0.59,0.491588789291
0.01,0.6,0.490773164659
0.01,0.61,0.489993954131
0.01,0.62,0.489254232894
0.01,0.63,0.488556920291
0.01,0.64,0.487904768295
0.01,0.65,0.487300350654
0.01,0.66,0.486746052726
0.01,0.67,0.486244062073
0.01,0.68,0.485796359823
0.01,0.69,0.485404712851
0.01,0.7,0.48507066681
0.01,0.71,0.484795540026
0.01,0.72,0.4845804183
0.01,0.73,0.484426150618
0.01,0.74,0.484333345804
0.01,0.75,0.484302370118
