0.0,0.0,0.0,0.0
0.0,0.0,0.05,0.0
0.0,0.0,0.1,0.0
0.0,0.0,0.15,0.0
0.0,0.0,0.2,0.0
0.0,0.0,0.25,0.0
0.0,0.0,0.3,0.0
0.0,0.0,0.35,0.0
0.0,0.0,0.4,0.0
0.0,0.0,0.45,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.55,0.0
0.0,0.0,0.6,0.0
0.0,0.0,0.65,0.0
0.0,0.0,0.7,0.0
0.0,0.0,0.75,0.0
0.0,0.0,0.8,0.0
0.0,0.0,0.85,0.0
0.0,0.0,0.9,0.0
0.0,0.0,0.95,0.0
0.0,0.05,0.0,0.0
0.0,0.05,0.05,0.0
0.0,0.05,0.1,0.0
0.0,0.05,0.15,0.0
0.0,0.05,0.2,0.0
0.0,0.05,0.25,0.0
0.0,0.05,0.3,0.0
0.0,0.05,0.35,0.0
0.0,0.05,0.4,0.0
0.0,0.05,0.45,0.0
0.0,0.05,0.5,0.0
0.0,0.05,0.55,0.0
0.0,0.05,0.6,0.0
0.0,0.05,0.65,0.0
0.0,0.05,0.7,0.0
0.0,0.05,0.75,0.0
0.0,0.05,0.8,0.0
0.0,0.05,0.85,0.0
0.0,0.05,0.9,0.0
0.0,0.05,0.95,0.0
0.0,0.1,0.0,0.0
0.0,0.1,0.05,0.0
0.0,0.1,0.1,0.0
0.0,0.1,0.15,0.0
0.0,0.1,0.2,0.0
0.0,0.1,0.25,0.0
0.0,0.1,0.3,0.0
0.0,0.1,0.35,0.0
0.0,0.1,0.4,0.0
0.0,0.1,0.45,0.0
0.0,0.1,0.5,0.0
0.0,0.1,0.55,0.0
0.0,0.1,0.6,0.0
0.0,0.1,0.65,0.0
0.0,0.1,0.7,0.0
0.0,0.1,0.75,0.0
0.0,0.1,0.8,0.0
0.0,0.1,0.85,0.0
0.0,0.1,0.9,0.0
0.0,0.1,0.95,0.0
0.0,0.15,0.0,0.0
0.0,0.15,0.05,0.0
0.0,0.15,0.1,0.0
0.0,0.15,0.15,0.0
0.0,0.15,0.2,0.0
0.0,0.15,0.25,0.0
0.0,0.15,0.3,0.0
0.0,0.15,0.35,0.0
0.0,0.15,0.4,0.0
0.0,0.15,0.45,0.0
0.0,0.15,0.5,0.0
0.0,0.15,0.55,0.0
0.0,0.15,0.6,0.0
0.0,0.15,0.65,0.0
0.0,0.15,0.7,0.0
0.0,0.15,0.75,0.0
0.0,0.15,0.8,0.0
0.0,0.15,0.85,0.0
0.0,0.15,0.9,0.0
0.0,0.15,0.95,0.0
0.0,0.2,0.0,0.0
0.0,0.2,0.05,0.0
0.0,0.2,0.1,0.0
0.0,0.2,0.15,0.0
0.0,0.2,0.2,0.0
0.0,0.2,0.25,0.0
0.0,0.2,0.3,0.0
0.0,0.2,0.35,0.0
0.0,0.2,0.4,0.0
0.0,0.2,0.45,0.0
0.0,0.2,0.5,0.0
0.0,0.2,0.55,0.0
0.0,0.2,0.6,0.0
0.0,0.2,0.65,0.0
0.0,0.2,0.7,0.0
0.0,0.2,0.75,0.0
0.0,0.2,0.8,0.0
0.0,0.2,0.85,0.0
0.0,0.2,0.9,0.0
0.0,0.2,0.95,0.0
0.0,0.25,0.0,0.0
0.0,0.25,0.05,0.0
0.0,0.25,0.1,0.0
0.0,0.25,0.15,0.0
0.0,0.25,0.2,0.0
0.0,0.25,0.25,0.0
0.0,0.25,0.3,0.0
0.0,0.25,0.35,0.0
0.0,0.25,0.4,0.0
0.0,0.25,0.45,0.0
0.0,0.25,0.5,0.0
0.0,0.25,0.55,0.0
0.0,0.25,0.6,0.0
0.0,0.25,0.65,0.0
0.0,0.25,0.7,0.0
0.0,0.25,0.75,0.0
0.0,0.25,0.8,0.0
0.0,0.25,0.85,0.0
0.0,0.25,0.9,0.0
0.0,0.25,0.95,0.0
0.0,0.3,0.0,0.0
0.0,0.3,0.05,0.0
0.0,0.3,0.1,0.0
0.0,0.3,0.15,0.0
0.0,0.3,0.2,0.0
0.0,0.3,0.25,0.0
0.0,0.3,0.3,0.0
0.0,0.3,0.35,0.0
0.0,0.3,0.4,0.0
0.0,0.3,0.45,0.0
0.0,0.3,0.5,0.0
0.0,0.3,0.55,0.0
0.0,0.3,0.6,0.0
0.0,0.3,0.65,0.0
0.0,0.3,0.7,0.0
0.0,0.3,0.75,0.0
0.0,0.3,0.8,0.0
0.0,0.3,0.85,0.0
0.0,0.3,0.9,0.0
0.0,0.3,0.95,0.0
0.0,0.35,0.0,0.0
0.0,0.35,0.05,0.0
0.0,0.35,0.1,0.0
0.0,0.35,0.15,0.0
0.0,0.35,0.2,0.0
0.0,0.35,0.25,0.0
0.0,0.35,0.3,0.0
0.0,0.35,0.35,0.0
0.0,0.35,0.4,0.0
0.0,0.35,0.45,0.0
0.0,0.35,0.5,0.0
0.0,0.35,0.55,0.0
0.0,0.35,0.6,0.0
0.0,0.35,0.65,0.0
0.0,0.35,0.7,0.0
0.0,0.35,0.75,0.0
0.0,0.35,0.8,0.0
0.0,0.35,0.85,0.0
0.0,0.35,0.9,0.0
0.0,0.35,0.95,0.0
0.0,0.4,0.0,0.0
0.0,0.4,0.05,0.0
0.0,0.4,0.1,0.0
0.0,0.4,0.15,0.0
0.0,0.4,0.2,0.0
0.0,0.4,0.25,0.0
0.0,0.4,0.3,0.0
0.0,0.4,0.35,0.0
0.0,0.4,0.4,0.0
0.0,0.4,0.45,0.0
0.0,0.4,0.5,0.0
0.0,0.4,0.55,0.0
0.0,0.4,0.6,0.0
0.0,0.4,0.65,0.0
0.0,0.4,0.7,0.0
0.0,0.4,0.75,0.0
0.0,0.4,0.8,0.0
0.0,0.4,0.85,0.0
0.0,0.4,0.9,0.0
0.0,0.4,0.95,0.0
0.0,0.45,0.0,0.0
0.0,0.45,0.05,0.0
0.0,0.45,0.1,0.0
0.0,0.45,0.15,0.0
0.0,0.45,0.2,0.0
0.0,0.45,0.25,0.0
0.0,0.45,0.3,0.0
0.0,0.45,0.35,0.0
0.0,0.45,0.4,0.0
0.0,0.45,0.45,0.0
0.0,0.45,0.5,0.0
